delivery_id,order_id,expected_date,delivery_date,delivery_status,delay_days
D000481,O000584,2023-05-22,2023-05-22,On-Time,0
D000482,O000585,2023-05-13,2023-05-14,Delayed,1
D000483,O000588,2023-03-29,2023-03-31,Delayed,2
D000484,O000589,2023-10-12,2023-10-16,Delayed,4
D000485,O000590,2023-02-03,2023-02-03,On-Time,0
D000486,O000591,2023-09-15,2023-09-15,On-Time,0
D000487,O000592,2023-06-21,2023-06-24,Delayed,3
D000488,O000593,2023-10-20,2023-10-20,On-Time,0
D000489,O000594,2023-07-15,2023-07-15,On-Time,0
D000490,O000595,2023-01-17,2023-01-17,On-Time,0
D000491,O000596,2023-02-14,2023-02-14,On-Time,0
D000492,O000597,2023-03-07,2023-03-07,On-Time,0
D000493,O000598,2023-01-09,2023-01-09,On-Time,0
D000494,O000599,2023-05-29,2023-05-29,On-Time,0
D000495,O000600,2023-06-15,2023-06-15,On-Time,0
D000496,O000602,2023-10-05,2023-10-05,On-Time,0
D000497,O000603,2023-07-14,2023-07-14,On-Time,0
D000498,O000604,2023-07-08,2023-07-08,On-Time,0
D000499,O000605,2023-07-22,2023-07-22,On-Time,0
D000500,O000606,2023-03-29,2023-03-29,On-Time,0
D000501,O000607,2023-12-15,2023-12-15,On-Time,0
D000502,O000608,2023-08-16,2023-08-16,On-Time,0
D000503,O000609,2023-12-15,2023-12-16,Delayed,1
D000504,O000610,2023-02-19,2023-02-19,On-Time,0
D000505,O000611,2023-07-19,2023-07-19,On-Time,0
D000506,O000612,2023-11-01,2023-11-05,Delayed,4
D000507,O000613,2023-04-18,2023-04-18,On-Time,0
D000508,O000614,2023-03-21,2023-03-21,On-Time,0
D000509,O000615,2023-07-22,2023-07-22,On-Time,0
D000510,O000617,2023-08-27,2023-08-27,On-Time,0
D000511,O000618,2023-10-28,2023-10-31,Delayed,3
D000512,O000619,2023-08-09,2023-08-09,On-Time,0
D000513,O000620,2023-09-21,2023-09-21,On-Time,0
D000514,O000621,2023-10-26,2023-10-26,On-Time,0
D000515,O000622,2023-08-29,2023-08-29,On-Time,0
D000516,O000623,2023-04-06,2023-04-06,On-Time,0
D000517,O000624,2023-06-17,2023-06-17,On-Time,0
D000518,O000625,2023-07-07,2023-07-07,On-Time,0
D000519,O000627,2023-01-30,2023-01-30,On-Time,0
D000520,O000628,2023-12-19,2023-12-19,On-Time,0
D000521,O000629,2023-12-19,2023-12-19,On-Time,0
D000522,O000631,2023-09-28,2023-09-28,On-Time,0
D000523,O000632,2023-02-23,2023-02-27,Delayed,4
D000524,O000633,2023-01-07,2023-01-07,On-Time,0
D000525,O000634,2023-11-09,2023-11-09,On-Time,0
D000526,O000635,2023-02-03,2023-02-03,On-Time,0
D000527,O000636,2023-11-26,2023-11-26,On-Time,0
D000528,O000637,2023-10-07,2023-10-07,On-Time,0
D000529,O000638,2023-02-11,2023-02-11,On-Time,0
D000530,O000639,2023-11-01,2023-11-01,On-Time,0
D000531,O000640,2023-01-06,2023-01-06,On-Time,0
D000532,O000641,2023-03-03,2023-03-04,Delayed,1
D000533,O000642,2023-10-04,2023-10-04,On-Time,0
D000534,O000643,2023-04-12,2023-04-12,On-Time,0
D000535,O000644,2023-08-21,2023-08-21,On-Time,0
D000536,O000645,2023-10-23,2023-10-23,On-Time,0
D000537,O000646,2023-07-04,2023-07-04,On-Time,0
D000538,O000647,2023-11-20,2023-11-20,On-Time,0
D000539,O000648,2023-04-13,2023-04-13,On-Time,0
D000540,O000649,2023-07-27,2023-07-30,Delayed,3
D000541,O000650,2023-05-12,2023-05-12,On-Time,0
D000542,O000651,2023-01-27,2023-01-29,Delayed,2
D000543,O000652,2023-10-08,2023-10-08,On-Time,0
D000544,O000653,2023-01-24,2023-01-24,On-Time,0
D000545,O000654,2023-07-18,2023-07-18,On-Time,0
D000546,O000655,2023-02-18,2023-02-18,On-Time,0
D000547,O000656,2023-03-06,2023-03-06,On-Time,0
D000548,O000657,2023-03-16,2023-03-19,Delayed,3
D000549,O000658,2023-03-17,2023-03-17,On-Time,0
D000550,O000659,2023-01-29,2023-01-29,On-Time,0
D000551,O000660,2023-02-26,2023-02-26,On-Time,0
D000552,O000661,2023-12-20,2023-12-20,On-Time,0
D000553,O000662,2023-10-01,2023-10-01,On-Time,0
D000554,O000663,2023-06-25,2023-06-25,On-Time,0
D000555,O000664,2023-11-29,2023-11-29,On-Time,0
D000556,O000665,2023-12-17,2023-12-17,On-Time,0
D000557,O000666,2023-06-01,2023-06-01,On-Time,0
D000558,O000668,2023-12-25,2023-12-25,On-Time,0
D000559,O000669,2023-05-30,2023-06-03,Delayed,4
D000560,O000671,2023-02-14,2023-02-14,On-Time,0
D000561,O000672,2023-04-06,2023-04-06,On-Time,0
D000562,O000673,2023-05-11,2023-05-11,On-Time,0
D000563,O000674,2023-10-27,2023-10-29,Delayed,2
D000564,O000675,2023-05-19,2023-05-19,On-Time,0
D000565,O000677,2023-01-13,2023-01-13,On-Time,0
D000566,O000678,2023-10-05,2023-10-05,On-Time,0
D000567,O000679,2023-02-12,2023-02-12,On-Time,0
D000568,O000680,2023-10-26,2023-10-26,On-Time,0
D000569,O000681,2023-07-24,2023-07-24,On-Time,0
D000570,O000682,2023-01-19,2023-01-19,On-Time,0
D000571,O000683,2023-11-14,2023-11-14,On-Time,0
D000572,O000684,2023-10-10,2023-10-10,On-Time,0
D000573,O000685,2023-07-20,2023-07-20,On-Time,0
D000574,O000686,2023-11-30,2023-11-30,On-Time,0
D000575,O000687,2023-11-24,2023-11-24,On-Time,0
D000576,O000688,2023-06-17,2023-06-17,On-Time,0
D000577,O000689,2023-07-12,2023-07-12,On-Time,0
D000578,O000690,2023-03-10,2023-03-10,On-Time,0
D000579,O000691,2023-12-05,2023-12-05,On-Time,0
D000580,O000692,2023-12-30,2023-12-30,On-Time,0
D000581,O000694,2023-01-04,2023-01-08,Delayed,4
D000582,O000695,2023-11-02,2023-11-02,On-Time,0
D000583,O000696,2023-08-14,2023-08-15,Delayed,1
D000584,O000697,2023-08-09,2023-08-11,Delayed,2
D000585,O000698,2023-06-18,2023-06-18,On-Time,0
D000586,O000699,2023-08-21,2023-08-21,On-Time,0
D000587,O000700,2023-09-13,2023-09-14,Delayed,1
D000588,O000701,2023-08-16,2023-08-16,On-Time,0
D000589,O000703,2023-06-06,2023-06-06,On-Time,0
D000590,O000706,2023-10-28,2023-10-28,On-Time,0
D000591,O000708,2023-11-14,2023-11-14,On-Time,0
D000592,O000709,2023-02-06,2023-02-06,On-Time,0
D000593,O000710,2024-01-01,2024-01-01,On-Time,0
D000594,O000711,2023-04-23,2023-04-23,On-Time,0
D000595,O000712,2023-09-08,2023-09-08,On-Time,0
D000596,O000713,2023-12-17,2023-12-17,On-Time,0
D000597,O000714,2023-11-25,2023-11-25,On-Time,0
D000598,O000715,2023-09-15,2023-09-15,On-Time,0
D000599,O000716,2023-12-14,2023-12-14,On-Time,0
D000600,O000718,2023-10-30,2023-10-30,On-Time,0
D000601,O000719,2023-08-28,2023-08-28,On-Time,0
D000602,O000720,2023-01-25,2023-01-25,On-Time,0
D000603,O000721,2023-07-02,2023-07-02,On-Time,0
D000604,O000722,2023-04-27,2023-04-27,On-Time,0
D000605,O000723,2023-09-16,2023-09-16,On-Time,0
D000606,O000724,2023-02-16,2023-02-16,On-Time,0
D000607,O000725,2023-11-30,2023-11-30,On-Time,0
D000608,O000726,2023-05-26,2023-05-26,On-Time,0
D000609,O000727,2023-01-21,2023-01-21,On-Time,0
D000610,O000728,2023-12-25,2023-12-25,On-Time,0
D000611,O000729,2023-06-20,2023-06-20,On-Time,0
D000612,O000730,2023-10-16,2023-10-16,On-Time,0
D000613,O000732,2023-07-10,2023-07-10,On-Time,0
D000614,O000733,2023-07-13,2023-07-13,On-Time,0
D000615,O000735,2023-10-20,2023-10-20,On-Time,0
D000616,O000738,2023-03-03,2023-03-03,On-Time,0
D000617,O000740,2023-03-19,2023-03-19,On-Time,0
D000618,O000742,2023-10-25,2023-10-25,On-Time,0
D000619,O000743,2023-07-21,2023-07-21,On-Time,0
D000620,O000744,2023-09-06,2023-09-09,Delayed,3
D000621,O000745,2023-07-08,2023-07-08,On-Time,0
D000622,O000746,2023-02-12,2023-02-15,Delayed,3
D000623,O000747,2023-10-21,2023-10-24,Delayed,3
D000624,O000748,2023-10-05,2023-10-05,On-Time,0
D000625,O000749,2023-03-10,2023-03-10,On-Time,0
D000626,O000751,2023-03-01,2023-03-05,Delayed,4
D000627,O000752,2023-04-19,2023-04-19,On-Time,0
D000628,O000753,2023-06-06,2023-06-06,On-Time,0
D000629,O000754,2023-05-07,2023-05-07,On-Time,0
D000630,O000755,2023-03-13,2023-03-13,On-Time,0
D000631,O000756,2023-01-29,2023-01-29,On-Time,0
D000632,O000757,2023-09-21,2023-09-21,On-Time,0
D000633,O000758,2023-12-14,2023-12-15,Delayed,1
D000634,O000759,2023-08-26,2023-08-26,On-Time,0
D000635,O000760,2023-03-01,2023-03-01,On-Time,0
D000636,O000761,2023-03-11,2023-03-11,On-Time,0
D000637,O000762,2023-03-29,2023-03-29,On-Time,0
D000638,O000765,2023-07-01,2023-07-01,On-Time,0
D000639,O000766,2023-05-18,2023-05-20,Delayed,2
D000640,O000767,2023-02-26,2023-02-26,On-Time,0
D000641,O000768,2023-08-23,2023-08-23,On-Time,0
D000642,O000769,2023-05-15,2023-05-15,On-Time,0
D000643,O000770,2023-07-24,2023-07-24,On-Time,0
D000644,O000771,2023-02-10,2023-02-10,On-Time,0
D000645,O000772,2023-11-07,2023-11-07,On-Time,0
D000646,O000773,2023-11-16,2023-11-16,On-Time,0
D000647,O000774,2023-01-10,2023-01-10,On-Time,0
D000648,O000775,2023-08-12,2023-08-12,On-Time,0
D000649,O000776,2023-01-20,2023-01-20,On-Time,0
D000650,O000780,2023-01-03,2023-01-03,On-Time,0
D000651,O000781,2023-03-25,2023-03-25,On-Time,0
D000652,O000782,2023-11-14,2023-11-17,Delayed,3
D000653,O000785,2023-06-19,2023-06-19,On-Time,0
D000654,O000786,2023-03-14,2023-03-15,Delayed,1
D000655,O000787,2023-12-22,2023-12-22,On-Time,0
D000656,O000788,2023-05-21,2023-05-21,On-Time,0
D000657,O000789,2023-03-29,2023-03-29,On-Time,0
D000658,O000790,2023-08-26,2023-08-27,Delayed,1
D000659,O000791,2023-02-17,2023-02-17,On-Time,0
D000660,O000792,2023-05-17,2023-05-17,On-Time,0
D000661,O000793,2023-03-31,2023-03-31,On-Time,0
D000662,O000794,2023-05-01,2023-05-01,On-Time,0
D000663,O000795,2023-11-21,2023-11-21,On-Time,0
D000664,O000796,2023-10-15,2023-10-15,On-Time,0
D000665,O000799,2023-03-08,2023-03-08,On-Time,0
D000666,O000801,2023-08-18,2023-08-18,On-Time,0
D000667,O000802,2023-06-30,2023-06-30,On-Time,0
D000668,O000804,2023-09-24,2023-09-27,Delayed,3
D000669,O000806,2023-04-29,2023-04-29,On-Time,0
D000670,O000807,2023-09-11,2023-09-11,On-Time,0
D000671,O000808,2023-04-01,2023-04-01,On-Time,0
D000672,O000809,2023-06-06,2023-06-06,On-Time,0
D000673,O000811,2023-02-10,2023-02-10,On-Time,0
D000674,O000812,2023-07-23,2023-07-23,On-Time,0
D000675,O000813,2023-11-29,2023-11-29,On-Time,0
D000676,O000814,2023-08-16,2023-08-16,On-Time,0
D000677,O000815,2023-01-19,2023-01-20,Delayed,1
D000678,O000816,2023-03-04,2023-03-04,On-Time,0
D000679,O000817,2023-06-22,2023-06-22,On-Time,0
D000680,O000818,2023-01-31,2023-01-31,On-Time,0
D000681,O000819,2023-12-19,2023-12-19,On-Time,0
D000682,O000820,2023-05-09,2023-05-09,On-Time,0
D000683,O000821,2023-05-28,2023-05-28,On-Time,0
D000684,O000822,2023-01-03,2023-01-03,On-Time,0
D000685,O000823,2023-02-13,2023-02-14,Delayed,1
D000686,O000824,2023-01-11,2023-01-11,On-Time,0
D000687,O000827,2023-07-19,2023-07-19,On-Time,0
D000688,O000830,2023-09-30,2023-09-30,On-Time,0
D000689,O000831,2023-09-15,2023-09-15,On-Time,0
D000690,O000832,2023-02-12,2023-02-12,On-Time,0
D000691,O000833,2023-03-29,2023-03-29,On-Time,0
D000692,O000834,2023-08-26,2023-08-28,Delayed,2
D000693,O000836,2023-05-31,2023-05-31,On-Time,0
D000694,O000837,2023-06-09,2023-06-09,On-Time,0
D000695,O000838,2023-03-03,2023-03-03,On-Time,0
D000696,O000839,2023-11-05,2023-11-06,Delayed,1
D000697,O000840,2023-06-14,2023-06-14,On-Time,0
D000698,O000841,2023-09-09,2023-09-09,On-Time,0
D000699,O000842,2023-07-22,2023-07-22,On-Time,0
D000700,O000843,2023-09-05,2023-09-05,On-Time,0
D000701,O000844,2023-12-09,2023-12-10,Delayed,1
D000702,O000846,2023-10-03,2023-10-03,On-Time,0
D000703,O000847,2023-04-02,2023-04-05,Delayed,3
D000704,O000849,2023-06-24,2023-06-24,On-Time,0
D000705,O000850,2023-08-31,2023-08-31,On-Time,0
D000706,O000851,2023-07-18,2023-07-18,On-Time,0
D000707,O000852,2023-12-16,2023-12-18,Delayed,2
D000708,O000853,2023-09-30,2023-09-30,On-Time,0
D000709,O000854,2023-06-10,2023-06-10,On-Time,0
D000710,O000855,2023-05-09,2023-05-09,On-Time,0
D000711,O000856,2023-12-07,2023-12-07,On-Time,0
D000712,O000857,2023-10-01,2023-10-01,On-Time,0
D000713,O000858,2023-10-01,2023-10-05,Delayed,4
D000714,O000859,2023-07-23,2023-07-23,On-Time,0
D000715,O000860,2023-01-12,2023-01-12,On-Time,0
D000716,O000861,2023-07-26,2023-07-26,On-Time,0
D000717,O000862,2023-08-05,2023-08-05,On-Time,0
D000718,O000863,2023-07-28,2023-07-31,Delayed,3
D000719,O000864,2023-11-17,2023-11-17,On-Time,0
D000720,O000865,2023-05-07,2023-05-07,On-Time,0
D000721,O000867,2023-07-05,2023-07-05,On-Time,0
D000722,O000868,2023-06-02,2023-06-02,On-Time,0
D000723,O000869,2023-10-15,2023-10-15,On-Time,0
D000724,O000870,2023-09-10,2023-09-10,On-Time,0
D000725,O000871,2023-10-29,2023-10-29,On-Time,0
D000726,O000873,2023-12-05,2023-12-05,On-Time,0
D000727,O000874,2023-02-28,2023-03-04,Delayed,4
D000728,O000875,2023-10-10,2023-10-10,On-Time,0
D000729,O000876,2023-07-31,2023-08-01,Delayed,1
D000730,O000879,2023-10-03,2023-10-03,On-Time,0
D000731,O000880,2023-07-28,2023-07-28,On-Time,0
D000732,O000881,2023-01-24,2023-01-24,On-Time,0
D000733,O000883,2023-02-11,2023-02-11,On-Time,0
D000734,O000884,2023-03-15,2023-03-15,On-Time,0
D000735,O000886,2023-04-23,2023-04-23,On-Time,0
D000736,O000888,2023-07-26,2023-07-27,Delayed,1
D000737,O000889,2023-03-14,2023-03-14,On-Time,0
D000738,O000891,2023-05-21,2023-05-21,On-Time,0
D000739,O000892,2023-10-15,2023-10-15,On-Time,0
D000740,O000894,2023-12-03,2023-12-07,Delayed,4
D000741,O000895,2023-12-31,2023-12-31,On-Time,0
D000742,O000896,2023-01-30,2023-01-30,On-Time,0
D000743,O000897,2023-04-16,2023-04-16,On-Time,0
D000744,O000898,2023-07-17,2023-07-17,On-Time,0
D000745,O000899,2023-09-16,2023-09-18,Delayed,2
D000746,O000900,2023-11-07,2023-11-07,On-Time,0
D000747,O000901,2023-08-11,2023-08-11,On-Time,0
D000748,O000902,2023-06-22,2023-06-22,On-Time,0
D000749,O000903,2023-09-10,2023-09-10,On-Time,0
D000750,O000904,2023-06-28,2023-06-28,On-Time,0
D000751,O000905,2023-06-19,2023-06-19,On-Time,0
D000752,O000906,2023-09-30,2023-09-30,On-Time,0
D000753,O000907,2023-11-17,2023-11-17,On-Time,0
D000754,O000908,2023-10-26,2023-10-26,On-Time,0
D000755,O000909,2023-01-29,2023-01-29,On-Time,0
D000756,O000910,2024-01-02,2024-01-02,On-Time,0
D000757,O000911,2023-02-08,2023-02-08,On-Time,0
D000758,O000912,2023-05-12,2023-05-12,On-Time,0
D000759,O000914,2023-05-12,2023-05-12,On-Time,0
D000760,O000916,2023-02-18,2023-02-18,On-Time,0
D000761,O000917,2023-07-07,2023-07-07,On-Time,0
D000762,O000918,2023-12-16,2023-12-18,Delayed,2
D000763,O000919,2023-04-08,2023-04-08,On-Time,0
D000764,O000920,2023-06-20,2023-06-20,On-Time,0
D000765,O000921,2023-08-21,2023-08-21,On-Time,0
D000766,O000922,2023-05-01,2023-05-01,On-Time,0
D000767,O000923,2023-06-30,2023-06-30,On-Time,0
D000768,O000924,2023-01-27,2023-01-27,On-Time,0
D000769,O000925,2023-04-01,2023-04-01,On-Time,0
D000770,O000926,2023-07-01,2023-07-01,On-Time,0
D000771,O000928,2023-06-16,2023-06-16,On-Time,0
D000772,O000929,2023-08-15,2023-08-15,On-Time,0
D000773,O000930,2023-05-12,2023-05-12,On-Time,0
D000774,O000931,2023-01-14,2023-01-14,On-Time,0
D000775,O000932,2023-08-31,2023-08-31,On-Time,0
D000776,O000933,2023-10-19,2023-10-19,On-Time,0
D000777,O000934,2023-06-30,2023-06-30,On-Time,0
D000778,O000935,2023-06-14,2023-06-14,On-Time,0
D000779,O000936,2023-03-19,2023-03-19,On-Time,0
D000780,O000937,2023-03-25,2023-03-25,On-Time,0
D000781,O000938,2023-08-24,2023-08-28,Delayed,4
D000782,O000939,2023-12-01,2023-12-01,On-Time,0
D000783,O000940,2023-07-20,2023-07-20,On-Time,0
D000784,O000941,2023-03-07,2023-03-07,On-Time,0
D000785,O000942,2023-11-29,2023-12-03,Delayed,4
D000786,O000943,2023-10-14,2023-10-14,On-Time,0
D000787,O000944,2023-07-24,2023-07-24,On-Time,0
D000788,O000945,2023-12-14,2023-12-14,On-Time,0
D000789,O000946,2023-04-06,2023-04-06,On-Time,0
D000790,O000947,2023-11-11,2023-11-11,On-Time,0
D000791,O000948,2023-09-06,2023-09-06,On-Time,0
D000792,O000949,2023-08-29,2023-08-29,On-Time,0
D000793,O000950,2023-08-16,2023-08-16,On-Time,0
D000794,O000951,2023-11-04,2023-11-04,On-Time,0
D000795,O000952,2023-01-24,2023-01-24,On-Time,0
D000796,O000953,2023-03-22,2023-03-22,On-Time,0
D000797,O000955,2023-11-08,2023-11-08,On-Time,0
D000798,O000957,2023-01-21,2023-01-21,On-Time,0
D000799,O000958,2023-05-27,2023-05-27,On-Time,0
D000800,O000959,2023-07-27,2023-07-28,Delayed,1
D000801,O000960,2023-02-14,2023-02-14,On-Time,0
D000802,O000961,2023-10-14,2023-10-14,On-Time,0
D000803,O000962,2023-03-06,2023-03-06,On-Time,0
D000804,O000963,2023-02-26,2023-03-02,Delayed,4
D000805,O000964,2023-05-05,2023-05-05,On-Time,0
D000806,O000965,2023-05-22,2023-05-22,On-Time,0
D000807,O000966,2023-04-21,2023-04-21,On-Time,0
D000808,O000967,2023-05-04,2023-05-04,On-Time,0
D000809,O000968,2023-04-29,2023-04-29,On-Time,0
D000810,O000969,2023-12-19,2023-12-19,On-Time,0
D000811,O000970,2023-11-16,2023-11-17,Delayed,1
D000812,O000971,2023-08-30,2023-08-30,On-Time,0
D000813,O000972,2023-11-19,2023-11-19,On-Time,0
D000814,O000973,2023-03-31,2023-03-31,On-Time,0
D000815,O000974,2023-04-06,2023-04-06,On-Time,0
D000816,O000976,2023-01-04,2023-01-04,On-Time,0
D000817,O000977,2023-01-28,2023-02-01,Delayed,4
D000818,O000978,2023-04-07,2023-04-07,On-Time,0
D000819,O000980,2023-05-10,2023-05-10,On-Time,0
D000820,O000981,2023-01-26,2023-01-26,On-Time,0
D000821,O000982,2023-08-12,2023-08-12,On-Time,0
D000822,O000983,2023-09-07,2023-09-07,On-Time,0
D000823,O000984,2023-07-04,2023-07-04,On-Time,0
D000824,O000985,2023-09-11,2023-09-11,On-Time,0
D000825,O000986,2023-12-11,2023-12-11,On-Time,0
D000826,O000987,2023-03-10,2023-03-10,On-Time,0
D000827,O000988,2023-08-23,2023-08-23,On-Time,0
D000828,O000990,2023-01-11,2023-01-11,On-Time,0
D000829,O000991,2023-06-01,2023-06-01,On-Time,0
D000830,O000992,2023-06-13,2023-06-13,On-Time,0
D000831,O000993,2023-02-19,2023-02-19,On-Time,0
D000832,O000994,2023-05-13,2023-05-14,Delayed,1
D000833,O000995,2023-04-14,2023-04-14,On-Time,0
D000834,O000996,2023-12-15,2023-12-15,On-Time,0
D000835,O000997,2023-09-21,2023-09-24,Delayed,3
D000836,O000998,2023-09-03,2023-09-03,On-Time,0
D000837,O000999,2023-04-20,2023-04-20,On-Time,0
D000838,O001000,2023-04-07,2023-04-07,On-Time,0
D000839,O001001,2023-02-28,2023-02-28,On-Time,0
D000840,O001002,2023-08-26,2023-08-26,On-Time,0
D000841,O001003,2023-09-10,2023-09-10,On-Time,0
D000842,O001005,2023-02-20,2023-02-21,Delayed,1
D000843,O001006,2023-01-15,2023-01-18,Delayed,3
D000844,O001007,2023-06-26,2023-06-26,On-Time,0
D000845,O001008,2023-05-08,2023-05-11,Delayed,3
D000846,O001009,2023-10-17,2023-10-17,On-Time,0
D000847,O001010,2023-11-21,2023-11-21,On-Time,0
D000848,O001011,2023-12-05,2023-12-05,On-Time,0
D000849,O001012,2023-07-14,2023-07-14,On-Time,0
D000850,O001013,2023-08-22,2023-08-22,On-Time,0
D000851,O001014,2023-04-10,2023-04-10,On-Time,0
D000852,O001015,2023-08-18,2023-08-18,On-Time,0
D000853,O001017,2023-01-05,2023-01-09,Delayed,4
D000854,O001018,2023-12-03,2023-12-04,Delayed,1
D000855,O001019,2023-07-07,2023-07-07,On-Time,0
D000856,O001021,2023-08-11,2023-08-11,On-Time,0
D000857,O001022,2023-11-17,2023-11-17,On-Time,0
D000858,O001023,2023-08-01,2023-08-01,On-Time,0
D000859,O001024,2023-12-21,2023-12-21,On-Time,0
D000860,O001025,2023-02-27,2023-02-27,On-Time,0
D000861,O001027,2023-09-08,2023-09-11,Delayed,3
D000862,O001028,2023-10-14,2023-10-14,On-Time,0
D000863,O001029,2023-11-30,2023-11-30,On-Time,0
D000864,O001031,2024-01-01,2024-01-01,On-Time,0
D000865,O001034,2023-07-15,2023-07-16,Delayed,1
D000866,O001035,2023-08-02,2023-08-02,On-Time,0
D000867,O001036,2023-12-28,2023-12-28,On-Time,0
D000868,O001037,2023-06-21,2023-06-21,On-Time,0
D000869,O001038,2023-10-02,2023-10-02,On-Time,0
D000870,O001039,2023-04-25,2023-04-25,On-Time,0
D000871,O001040,2023-10-17,2023-10-17,On-Time,0
D000872,O001041,2023-01-11,2023-01-11,On-Time,0
D000873,O001043,2023-11-17,2023-11-17,On-Time,0
D000874,O001044,2023-04-11,2023-04-11,On-Time,0
D000875,O001046,2023-01-16,2023-01-16,On-Time,0
D000876,O001047,2023-09-22,2023-09-22,On-Time,0
D000877,O001048,2023-04-10,2023-04-10,On-Time,0
D000878,O001049,2023-07-01,2023-07-01,On-Time,0
D000879,O001050,2023-05-07,2023-05-07,On-Time,0
D000880,O001051,2023-10-15,2023-10-19,Delayed,4
D000881,O001052,2023-01-26,2023-01-26,On-Time,0
D000882,O001053,2023-01-07,2023-01-07,On-Time,0
D000883,O001054,2023-04-26,2023-04-26,On-Time,0
D000884,O001055,2023-08-01,2023-08-01,On-Time,0
D000885,O001056,2023-04-26,2023-04-26,On-Time,0
D000886,O001057,2023-11-28,2023-11-28,On-Time,0
D000887,O001059,2023-12-15,2023-12-15,On-Time,0
D000888,O001061,2023-09-01,2023-09-01,On-Time,0
D000889,O001062,2023-03-14,2023-03-14,On-Time,0
D000890,O001063,2023-05-26,2023-05-26,On-Time,0
D000891,O001064,2023-11-02,2023-11-02,On-Time,0
D000892,O001065,2023-04-11,2023-04-11,On-Time,0
D000893,O001066,2023-03-07,2023-03-11,Delayed,4
D000894,O001067,2023-09-01,2023-09-01,On-Time,0
D000895,O001068,2023-05-04,2023-05-04,On-Time,0
D000896,O001069,2023-10-30,2023-10-30,On-Time,0
D000897,O001070,2023-09-29,2023-09-29,On-Time,0
D000898,O001071,2023-06-29,2023-06-29,On-Time,0
D000899,O001073,2023-05-29,2023-05-29,On-Time,0
D000900,O001074,2023-10-11,2023-10-13,Delayed,2
D000901,O001075,2023-07-29,2023-07-29,On-Time,0
D000902,O001076,2023-03-30,2023-03-30,On-Time,0
D000903,O001079,2023-01-20,2023-01-20,On-Time,0
D000904,O001080,2023-05-20,2023-05-20,On-Time,0
D000905,O001081,2023-03-01,2023-03-03,Delayed,2
D000906,O001082,2023-08-30,2023-08-30,On-Time,0
D000907,O001083,2023-06-06,2023-06-06,On-Time,0
D000908,O001085,2023-11-19,2023-11-19,On-Time,0
D000909,O001086,2023-05-08,2023-05-12,Delayed,4
D000910,O001087,2023-02-23,2023-02-23,On-Time,0
D000911,O001088,2023-08-10,2023-08-10,On-Time,0
D000912,O001089,2023-06-22,2023-06-22,On-Time,0
D000913,O001090,2023-09-06,2023-09-06,On-Time,0
D000914,O001092,2023-08-16,2023-08-16,On-Time,0
D000915,O001094,2023-03-17,2023-03-17,On-Time,0
D000916,O001095,2023-08-02,2023-08-02,On-Time,0
D000917,O001096,2023-03-15,2023-03-15,On-Time,0
D000918,O001097,2023-07-16,2023-07-16,On-Time,0
D000919,O001098,2023-04-11,2023-04-11,On-Time,0
D000920,O001099,2023-12-17,2023-12-17,On-Time,0
D000921,O001102,2023-01-11,2023-01-11,On-Time,0
D000922,O001103,2023-09-24,2023-09-24,On-Time,0
D000923,O001104,2023-09-22,2023-09-22,On-Time,0
D000924,O001105,2023-10-21,2023-10-21,On-Time,0
D000925,O001106,2023-12-14,2023-12-14,On-Time,0
D000926,O001107,2023-09-26,2023-09-26,On-Time,0
D000927,O001108,2023-09-12,2023-09-12,On-Time,0
D000928,O001109,2023-03-24,2023-03-24,On-Time,0
D000929,O001110,2023-08-30,2023-08-30,On-Time,0
D000930,O001111,2023-03-08,2023-03-08,On-Time,0
D000931,O001112,2023-01-20,2023-01-20,On-Time,0
D000932,O001113,2023-08-28,2023-08-28,On-Time,0
D000933,O001114,2023-01-04,2023-01-04,On-Time,0
D000934,O001115,2023-07-30,2023-07-30,On-Time,0
D000935,O001116,2023-11-24,2023-11-24,On-Time,0
D000936,O001117,2023-08-09,2023-08-09,On-Time,0
